H0,ombh2,omch2,omk,tau,ns,loglike
67.5,0.022,0.122,0.0,0.06,0.965,-4023.9795543954683
67.39024698351349,0.02212934475655025,0.12200470380772922,0.0,0.0634443203734417,0.9656101420457666,-3989.4981523435085
67.44768858155466,0.022126385863313728,0.12208185871893347,0.0,0.06473256406499907,0.9663182214652071,-3967.3317805306738
67.25115168977699,0.022075485475411893,0.12190010857634165,0.0,0.06901511151626773,0.9688835279179308,-3866.7421993865632
67.16417243361474,0.022100167353875523,0.12203224710265186,0.0,0.07307202471536631,0.9697880159625062,-3826.1207526882854
67.02378830750423,0.022019710068327612,0.12227077912833258,0.0,0.07819964347888318,0.971462435492475,-3756.7932172740507
66.99164672762329,0.022214637690552597,0.122319534957686,0.0,0.07838965070829469,0.9712451398807503,-3756.87983729999
66.92358478893753,0.022198675782529462,0.12229060785854624,0.0,0.06681754564484943,0.9718560693096809,-3733.1681920898536
66.92358478893753,0.022198675782529462,0.12229060785854624,0.0,0.06681754564484943,0.9718560693096809,-3733.1681920898536
66.9134391004704,0.022138700391893504,0.12224617009606349,0.0,0.07070824013282222,0.9727443263663011,-3704.483759972863
67.01347785285799,0.0221211647633628,0.12217708974085124,0.0,0.06740937924791045,0.9733748903501307,-3693.137270646931
67.13286076466672,0.02229893616644046,0.122121237193135,0.0,0.06677884205197769,0.9740895240674774,-3676.1340286896716
67.13286076466672,0.02229893616644046,0.122121237193135,0.0,0.06677884205197769,0.9740895240674774,-3676.1340286896716
67.13286076466672,0.02229893616644046,0.122121237193135,0.0,0.06677884205197769,0.9740895240674774,-3676.1340286896716
67.13286076466672,0.02229893616644046,0.122121237193135,0.0,0.06677884205197769,0.9740895240674774,-3676.1340286896716
67.13286076466672,0.02229893616644046,0.122121237193135,0.0,0.06677884205197769,0.9740895240674774,-3676.1340286896716
67.13286076466672,0.02229893616644046,0.122121237193135,0.0,0.06677884205197769,0.9740895240674774,-3676.1340286896716
67.13286076466672,0.02229893616644046,0.122121237193135,0.0,0.06677884205197769,0.9740895240674774,-3676.1340286896716
67.26168713355229,0.022233197385196614,0.12215202942314253,0.0,0.06950026154662403,0.9746599122502843,-3667.4519965353243
67.26168713355229,0.022233197385196614,0.12215202942314253,0.0,0.06950026154662403,0.9746599122502843,-3667.4519965353243
67.26168713355229,0.022233197385196614,0.12215202942314253,0.0,0.06950026154662403,0.9746599122502843,-3667.4519965353243
